Stichdatum;PLZ;Geschlecht;Nachname;Anzahl;Rang;ORTBEZ18
2022-07-01;1224;m;Martin;15;2;Chêne-Bougeries
2022-07-01;1224;m;Pinto;12;4;Chêne-Bougeries
2022-07-01;1224;m;Weber;11;5;Chêne-Bougeries
2022-07-01;1224;m;Tamman;11;5;Chêne-Bougeries
2022-07-01;1224;m;Perez;11;5;Chêne-Bougeries
2022-07-01;1225;w;Da Silva;14;4;Chêne-Bourg
2022-07-01;1225;m;Pereira;13;4;Chêne-Bourg
2022-07-01;1226;w;Meyer;21;1;Thônex
2022-07-01;1226;w;Lopez;17;3;Thônex
2022-07-01;1226;m;Dos Santos;19;4;Thônex
2022-07-01;1226;m;Keller;18;5;Thônex
2022-07-01;1226;m;Ferreira;18;5;Thônex
2022-07-01;1227;w;Favre;32;5;Carouge GE/Les Acacias
2022-07-01;1227;m;Da Silva;47;1;Carouge GE/Les Acacias
2022-07-01;1227;m;Rodriguez;37;3;Carouge GE/Les Acacias
2022-07-01;1227;m;Ferreira;33;5;Carouge GE/Les Acacias
2022-07-01;1228;w;Favre;19;1;Plan-les-Ouates
2022-07-01;1228;m;Rossier;15;5;Plan-les-Ouates
2022-07-01;1231;w;Kattan;12;1;Conches
2022-07-01;1231;w;Lombard;6;5;Conches
2022-07-01;1231;w;Smuha;6;5;Conches
2022-07-01;1231;w;Rinaldi;6;5;Conches
2022-07-01;1231;w;Chevalley;6;5;Conches
2022-07-01;1231;m;Lombard;15;1;Conches
2022-07-01;1231;m;De Boccard;10;2;Conches
2022-07-01;1232;w;Ritter;10;1;Confignon
2022-07-01;1232;w;Martin;8;2;Confignon
2022-07-01;1232;m;Hofer;10;1;Confignon
2022-07-01;1233;w;Dupraz;17;1;Bernex
2022-07-01;1233;m;Muller;14;5;Bernex
2022-07-01;1234;w;Schmid;9;1;Vessy
2022-07-01;1234;m;Martin;13;2;Vessy
2022-07-01;1234;m;Huguenin;10;5;Vessy
2022-07-01;1236;w;Wuarin;11;1;Cartigny
2022-07-01;1236;w;Martins;8;2;Cartigny
2022-07-01;1236;m;Pittet;10;2;Cartigny
2022-07-01;1236;m;Mermoud;8;3;Cartigny
2022-07-01;1237;w;Bieri;10;2;Avully
2022-07-01;1237;m;Wenger;10;1;Avully
2022-07-01;8587;m;Keller;10;1;Oberaach
2022-07-01;1239;w;Bourquin;6;3;Collex
2022-07-01;8587;m;Tahiri;6;4;Oberaach
2022-07-01;1239;w;Bodmer;6;3;Collex
2022-07-01;8587;m;Alili;6;4;Oberaach
2022-07-01;1239;m;Walther;12;1;Collex
2022-07-01;8588;w;Sauder;9;5;Zihlschlacht
2022-07-01;1241;m;Brun;7;5;Puplinge
2022-07-01;1242;w;Despond;9;3;Satigny
2022-07-01;8588;m;Kreis;19;2;Zihlschlacht
2022-07-01;1242;m;Rodriguez;14;1;Satigny
2022-07-01;1242;m;Pina;9;5;Satigny
2022-07-01;8588;m;Brühlmann;12;4;Zihlschlacht
2022-07-01;1243;w;Primat;10;1;Presinge
2022-07-01;8589;w;Hugentobler;8;2;Sitterdorf
2022-07-01;1243;w;Läser;6;3;Presinge
2022-07-01;1243;w;Chenevard;6;3;Presinge
2022-07-01;1243;m;Kübel;6;2;Presinge
2022-07-01;1244;w;Aznar;16;1;Choulex
2022-07-01;1244;w;Baudet;13;2;Choulex
2022-07-01;1244;w;Rivollet;6;5;Choulex
2022-07-01;1244;w;Epiney;6;5;Choulex
2022-07-01;1244;w;Pasche;6;5;Choulex
2022-07-01;1244;m;Cugno;7;4;Choulex
2022-07-01;1245;w;Pictet;10;3;Collonge-Bellerive
2022-07-01;1245;w;Silva;10;3;Collonge-Bellerive
2022-07-01;1245;m;Silva;10;3;Collonge-Bellerive
2022-07-01;1246;w;Psarofaghis;11;1;Corsier GE
2022-07-01;8592;m;Müller;12;3;Uttwil
2022-07-01;1246;w;Buffet;7;2;Corsier GE
2022-07-01;8592;m;Baumgartner;10;5;Uttwil
2022-07-01;1246;w;Bard;6;5;Corsier GE
2022-07-01;1246;w;Armuzzi;6;5;Corsier GE
2022-07-01;1246;w;Jacot;6;5;Corsier GE
2022-07-01;1246;m;Bard;12;1;Corsier GE
2022-07-01;1246;m;Rosset;8;2;Corsier GE
2022-07-01;1246;m;Chappuis;7;5;Corsier GE
2022-07-01;1247;w;Bonin;14;1;Anières
2022-07-01;1247;w;Baniriah;10;4;Anières
2022-07-01;1247;w;Chollet;9;5;Anières
2022-07-01;1247;m;Chollet;10;2;Anières
2022-07-01;8595;w;Braun;13;1;Altnau
2022-07-01;1248;w;Laperrousaz;10;2;Hermance
2022-07-01;1248;w;Bernasconi;6;4;Hermance
2022-07-01;1248;m;Volta;10;4;Hermance
2022-07-01;1251;m;Burgdorfer;6;3;Gy
2022-07-01;1252;w;Corthay;9;2;Meinier
2022-07-01;1252;w;Franco;7;5;Meinier
2022-07-01;8596;w;Rutishauser;9;1;Münsterlingen/Scherzingen
2022-07-01;1252;m;Muller;10;3;Meinier
2022-07-01;1252;m;Monnier;10;3;Meinier
2022-07-01;8596;m;Wang;9;2;Münsterlingen/Scherzingen
2022-07-01;1253;w;Morel;8;4;Vandoeuvres
2022-07-01;1253;w;Erbeia;7;5;Vandoeuvres
2022-07-01;1254;w;Eglin;9;2;Jussy
2022-07-01;8597;m;Affentranger;6;5;Landschlacht
2022-07-01;1254;m;Chenevard;12;1;Jussy
2022-07-01;8597;m;Flum;6;5;Landschlacht
2022-07-01;1254;m;Eyben;9;2;Jussy
2022-07-01;8598;w;Keller;10;4;Bottighofen
2022-07-01;1254;m;Vuagnat;9;2;Jussy
2022-07-01;8598;m;Rutishauser;12;2;Bottighofen
2022-07-01;1255;w;Martin;13;1;Veyrier
2022-07-01;1255;w;Babel;11;3;Veyrier
2022-07-01;8598;m;Baumann;11;3;Bottighofen
2022-07-01;1255;m;Martin;22;1;Veyrier
2022-07-01;1255;m;Harent;10;5;Veyrier
2022-07-01;8598;m;Keller;11;3;Bottighofen
2022-07-01;1256;w;Lavergnat;10;1;Troinex
2022-07-01;1256;w;Reymond;8;3;Troinex
2022-07-01;8600;w;Meier;77;1;Dübendorf
2022-07-01;1256;m;Martin;9;4;Troinex
2022-07-01;1256;m;Moraga;8;5;Troinex
2022-07-01;8600;w;Schmid;58;3;Dübendorf
2022-07-01;1257;w;Wehrli;13;1;La Croix-de-Rozon
2022-07-01;1257;w;Cretard;6;4;La Croix-de-Rozon
2022-07-01;1257;w;Micheli;6;4;La Croix-de-Rozon
2022-07-01;8603;w;Bucher;12;4;Schwerzenbach
2022-07-01;1257;m;Vernain;8;5;La Croix-de-Rozon
2022-07-01;1257;m;Niederhauser;8;5;La Croix-de-Rozon
2022-07-01;8603;m;Müller;24;1;Schwerzenbach
2022-07-01;1258;w;Wilde;10;2;Perly
2022-07-01;1258;w;Martin;8;5;Perly
2022-07-01;8603;m;Meier;24;1;Schwerzenbach
2022-07-01;1258;m;Martin;11;3;Perly
2022-07-01;1258;m;Besson;9;5;Perly
2022-07-01;8603;m;Huber;11;5;Schwerzenbach
2022-07-01;1260;w;Perret;27;1;Nyon
2022-07-01;1260;m;Perret;30;1;Nyon
2022-07-01;8604;m;Müller;47;3;Volketswil
2022-07-01;1260;m;Favre;24;4;Nyon
2022-07-01;1261;w;Martin;13;2;Longirod/Le Vaud/Marchissy
2022-07-01;8605;m;Temperli;12;1;Gutenswil
2022-07-01;1261;w;Roy;9;5;Longirod/Le Vaud/Marchissy
2022-07-01;8607;w;Meier;6;5;Aathal-Seegräben
2022-07-01;1261;m;Roy;17;3;Longirod/Le Vaud/Marchissy
2022-07-01;1261;m;Renaud;14;5;Longirod/Le Vaud/Marchissy
2022-07-01;8607;m;Guyer;16;1;Aathal-Seegräben
2022-07-01;8607;m;Töngi;10;3;Aathal-Seegräben
2022-07-01;8608;w;Brunner;20;1;Bubikon
2022-07-01;1262;m;Haldimann;7;2;Eysins
2022-07-01;8730;m;Müller;51;1;Uznach
2022-07-01;8730;m;Rüegg;35;3;Uznach
2022-07-01;8730;m;Meier;27;5;Uznach
2022-07-01;1263;w;n/a;5;2;Crassier
2022-07-01;8732;w;Kuster;14;3;Neuhaus SG
2022-07-01;8732;m;Kuster;14;3;Neuhaus SG
2022-07-01;8732;m;Gubelmann;9;5;Neuhaus SG
2022-07-01;8733;w;Kuster;56;1;Eschenbach SG
2022-07-01;8733;w;Blöchlinger;33;5;Eschenbach SG
2022-07-01;8733;m;Kuster;61;1;Eschenbach SG
2022-07-01;8734;w;Kamberi;6;3;Ermenswil
2022-07-01;8734;m;Kuster;9;2;Ermenswil
2022-07-01;8735;w;Rüegg;34;1;Rüeterswil/St. Gallenkappel
2022-07-01;8735;w;Artho;19;4;Rüeterswil/St. Gallenkappel
2022-07-01;8735;m;Hüppi;23;3;Rüeterswil/St. Gallenkappel
2022-07-01;8737;m;Fritschi;33;1;Gommiswald
2022-07-01;8737;m;Hüppi;22;3;Gommiswald
2022-07-01;8737;m;Glaus;16;5;Gommiswald
2022-07-01;8738;w;Hüppi;9;5;Uetliburg SG
2022-07-01;8739;w;Steiner;45;1;Rieden SG
2022-07-01;8739;w;Müller;13;4;Rieden SG
2022-07-01;8739;m;Kühne;16;2;Rieden SG
2022-07-01;8750;w;Hefti;58;1;Glarus/Riedern/Klöntal
2022-07-01;8750;w;Stüssi;37;4;Glarus/Riedern/Klöntal
2022-07-01;8750;m;Hefti;61;1;Glarus/Riedern/Klöntal
2022-07-01;8750;m;Leuzinger;46;3;Glarus/Riedern/Klöntal
2022-07-01;8751;w;n/a;5;3;Urnerboden
2022-07-01;8751;w;n/a;4;5;Urnerboden
2022-07-01;8752;w;Hauser;61;4;Näfels
2022-07-01;8752;w;Gallati;49;5;Näfels
2022-07-01;8752;m;Fischli;122;2;Näfels
2022-07-01;8752;m;Müller;92;3;Näfels
2022-07-01;8752;m;Gallati;62;5;Näfels
2022-07-01;8753;w;Menzi;22;5;Mollis
2022-07-01;8754;w;Hefti;16;5;Netstal
2022-07-01;8754;m;Jenny;17;4;Netstal
2022-07-01;8755;w;Tschudi;40;2;Ennenda
2022-07-01;8755;m;Rhyner;24;4;Ennenda
2022-07-01;8756;w;Laager;13;2;Mitlödi
2022-07-01;8756;m;Zeqiri;13;2;Mitlödi
2022-07-01;8757;w;Kamm;32;2;Filzbach
2022-07-01;8757;w;Oezdnic;6;3;Filzbach
2022-07-01;8757;m;Kamm;31;2;Filzbach
2022-07-01;8757;m;Dürst;10;3;Filzbach
2022-07-01;8757;m;Amalan Jennings;9;4;Filzbach
2022-07-01;8758;m;Dürst;20;1;Obstalden
2022-07-01;8762;w;Marti;41;2;Schwändi GL/Sool/Schwanden GL
2022-07-01;8762;m;Zimmermann;32;3;Schwändi GL/Sool/Schwanden GL
2022-07-01;8765;w;Blumer;18;2;Engi
2022-07-01;8765;w;Baumgartner;9;3;Engi
2022-07-01;8765;w;Bäbler;8;5;Engi
2022-07-01;8765;m;Mächler;14;2;Engi
2022-07-01;8766;w;Marti;22;1;Matt
2022-07-01;8766;w;Elmer;18;2;Matt
2022-07-01;8766;m;Schuler;20;3;Matt
2022-07-01;8766;m;Tschudi;6;5;Matt
2022-07-01;8767;w;Freitag;15;5;Elm
2022-07-01;8767;m;Elmer;60;2;Elm
2022-07-01;8767;m;Freitag;16;4;Elm
2022-07-01;8772;w;Marti;18;1;Nidfurn
2022-07-01;8772;m;Marti;8;1;Nidfurn
2022-07-01;8772;m;n/a;4;5;Nidfurn
2022-07-01;8773;w;Hösli;19;1;Haslen GL
2022-07-01;8773;w;Schiesser;8;3;Haslen GL
2022-07-01;8773;w;Spichtig;7;4;Haslen GL
2022-07-01;8773;m;Hösli;12;1;Haslen GL
2022-07-01;8773;m;Schiesser;7;4;Haslen GL
2022-07-01;8773;m;Spichtig;7;4;Haslen GL
2022-07-01;8774;w;Unger;6;1;Leuggelbach
2022-07-01;8774;w;n/a;4;5;Leuggelbach
2022-07-01;8774;m;Hösli;8;1;Leuggelbach
2022-07-01;8775;w;Pangring;9;3;Hätzingen/Luchsingen
2022-07-01;8775;w;Marti;7;4;Hätzingen/Luchsingen
2022-07-01;8775;m;Hefti;19;1;Hätzingen/Luchsingen
2022-07-01;8775;m;Zimmermann;9;4;Hätzingen/Luchsingen
2022-07-01;8775;m;Rhyner;7;5;Hätzingen/Luchsingen
2022-07-01;8775;m;Gisler;7;5;Hätzingen/Luchsingen
2022-07-01;8777;m;Streiff;10;1;Diesbach GL/Betschwanden
2022-07-01;8777;m;Dürst;9;2;Diesbach GL/Betschwanden
2022-07-01;8777;m;Meier;6;3;Diesbach GL/Betschwanden
2022-07-01;8782;w;Streiff;6;2;Rüti GL
2022-07-01;8782;w;n/a;5;4;Rüti GL
2022-07-01;8782;m;Vögeli;8;2;Rüti GL
2022-07-01;8783;w;Zweifel;57;1;Linthal
2022-07-01;8783;w;Schiesser;24;2;Linthal
2022-07-01;8783;w;Müller;14;5;Linthal
2022-07-01;8783;m;Marti;17;3;Linthal
2022-07-01;8784;w;Schuler;9;1;Braunwald
2022-07-01;8784;w;Hefti;7;3;Braunwald
2022-07-01;8784;m;Hauser;6;3;Braunwald
2022-07-01;8800;w;Meier;57;2;Thalwil
2022-07-01;8800;w;Suter;37;3;Thalwil
2022-07-01;8800;w;Huber;29;4;Thalwil
2022-07-01;8800;w;Keller;29;4;Thalwil
2022-07-01;8800;m;Huber;35;4;Thalwil
2022-07-01;8800;m;Suter;33;5;Thalwil
2022-07-01;8802;w;Streuli;15;5;Kilchberg ZH
2022-07-01;8802;w;Michel;15;5;Kilchberg ZH
2022-07-01;8802;m;Schmid;24;3;Kilchberg ZH
2022-07-01;8803;w;Schneider;16;3;Rüschlikon
2022-07-01;8803;m;Huber;12;5;Rüschlikon
2022-07-01;8804;w;Berisha;21;2;Au ZH
2022-07-01;8804;w;Keller;14;5;Au ZH
2022-07-01;8804;m;Müller;22;1;Au ZH
2022-07-01;8804;m;Berisha;16;3;Au ZH
2022-07-01;8805;w;Keller;33;3;Richterswil
2022-07-01;8805;m;Bachmann;36;2;Richterswil
2022-07-01;8806;w;Müller;14;1;Bäch SZ
2022-07-01;8806;w;Keller;12;2;Bäch SZ
2022-07-01;8806;m;Meier;20;1;Bäch SZ
2022-07-01;8806;m;Fuchs;15;3;Bäch SZ
2022-07-01;8807;w;Stocker;16;2;Freienbach
2022-07-01;8807;w;Hiestand;14;3;Freienbach
2022-07-01;8807;w;Steiner;13;5;Freienbach
2022-07-01;8808;w;Steiner;42;1;Pfäffikon SZ
2022-07-01;8810;w;Meier;50;2;Horgen
2022-07-01;8810;w;Schmid;48;3;Horgen
2022-07-01;8810;m;Müller;78;1;Horgen
2022-07-01;8810;m;Schmid;46;2;Horgen
2022-07-01;8810;m;Huber;46;2;Horgen
2022-07-01;8810;m;Keller;41;4;Horgen
2022-07-01;8810;m;Weber;40;5;Horgen
2022-07-01;8815;w;Streuli;10;2;Horgenberg
2022-07-01;8815;w;Sigrist;6;3;Horgenberg
2022-07-01;8816;m;Hitz;13;5;Hirzel
2022-07-01;8820;m;Hauser;77;1;Wädenswil
2022-07-01;8820;m;Meier;51;3;Wädenswil
2022-07-01;8824;w;Schuler;16;5;Schönenberg ZH
2022-07-01;8824;m;Schuler;20;4;Schönenberg ZH
2022-07-01;8825;w;Müller;11;2;Hütten
2022-07-01;8825;w;Benisowitsch;9;4;Hütten
2022-07-01;8825;m;Hitz;14;1;Hütten
2022-07-01;8825;m;Müller;10;4;Hütten
2022-07-01;8832;w;Steiner;36;5;Wilen b. Wollerau/Wollerau
2022-07-01;8832;m;Bachmann;58;2;Wilen b. Wollerau/Wollerau
2022-07-01;8832;m;Reichmuth;42;5;Wilen b. Wollerau/Wollerau
2022-07-01;8833;w;Baumann;16;3;Samstagern
2022-07-01;8833;w;Strickler;13;5;Samstagern
2022-07-01;8834;w;Fuchs;21;2;Schindellegi
2022-07-01;8834;w;Bachmann;17;5;Schindellegi
2022-07-01;8834;m;Bachmann;24;3;Schindellegi
2022-07-01;8834;m;Späni;21;4;Schindellegi
2022-07-01;8836;w;Hensler;11;5;Bennau
2022-07-01;8836;m;Betschart;12;5;Bennau
2022-07-01;8840;w;Birchler;131;3;Trachslau/Einsiedeln
2022-07-01;8840;m;Fuchs;94;5;Trachslau/Einsiedeln
2022-07-01;8841;w;Kälin;146;1;Gross
2022-07-01;8841;w;Füchslin;18;2;Gross
2022-07-01;8841;w;Meier;15;3;Gross
2022-07-01;8841;m;Steinauer;11;5;Gross
2022-07-01;8842;w;Kälin;60;3;Unteriberg
2022-07-01;8842;m;Fässler;82;2;Unteriberg
2022-07-01;8842;m;Fuchs;49;4;Unteriberg
2022-07-01;8843;w;Rubli;11;5;Oberiberg
2022-07-01;8843;m;Holdener;62;1;Oberiberg
2022-07-01;8843;m;Kälin;8;5;Oberiberg
2022-07-01;8843;m;Schuler;8;5;Oberiberg
2022-07-01;8844;w;Fuchs;17;2;Euthal
2022-07-01;8844;w;Marty;12;3;Euthal
2022-07-01;8844;m;Kälin;118;1;Euthal
2022-07-01;8844;m;Marty;14;3;Euthal
2022-07-01;8845;w;Kälin;17;3;Studen SZ
2022-07-01;8846;w;Fuchs;21;3;Willerzell
2022-07-01;8846;w;Birchler;16;4;Willerzell
2022-07-01;8846;w;Gyr;13;5;Willerzell
2022-07-01;8846;m;Schönbächler;61;2;Willerzell
2022-07-01;8847;w;Kälin;41;1;Egg SZ
2022-07-01;8847;w;Birchler;9;5;Egg SZ
2022-07-01;8847;m;Kuriger;22;2;Egg SZ
2022-07-01;8847;m;Schönbächler;16;4;Egg SZ
2022-07-01;8849;w;Steiner;53;1;Alpthal
2022-07-01;8849;w;Beeler;19;2;Alpthal
2022-07-01;8849;m;Kälin;13;4;Alpthal
2022-07-01;8852;w;Züger;84;1;Altendorf
2022-07-01;8852;m;Steinegger;59;4;Altendorf
2022-07-01;8853;w;Züger;49;3;Lachen SZ
2022-07-01;8853;w;Spieser;34;5;Lachen SZ
2022-07-01;8853;m;Marty;53;2;Lachen SZ
2022-07-01;8853;m;Rauchenstein;50;3;Lachen SZ
2022-07-01;8853;m;Müller;43;4;Lachen SZ
2022-07-01;8853;m;Züger;39;5;Lachen SZ
2022-07-01;8854;w;Diethelm;120;2;Galgenen/Siebnen
2022-07-01;8854;w;Mächler;110;3;Galgenen/Siebnen
2022-07-01;8854;m;Kessler;141;2;Galgenen/Siebnen
2022-07-01;8855;w;Züger;49;5;Wangen SZ
2022-07-01;8855;m;Züger;39;5;Wangen SZ
2022-07-01;8856;m;Janser;34;5;Tuggen
2022-07-01;8857;w;Mächler;67;1;Vorderthal
2022-07-01;8857;w;Schnyder;67;1;Vorderthal
2022-07-01;8857;w;Züger;36;3;Vorderthal
2022-07-01;8857;m;Mächler;76;1;Vorderthal
2022-07-01;8857;m;Diethelm;26;4;Vorderthal
2022-07-01;8858;w;Mächler;33;1;Innerthal
2022-07-01;8858;w;n/a;4;5;Innerthal
2022-07-01;8858;m;Schnyder;7;2;Innerthal
2022-07-01;8858;m;Diethelm;6;4;Innerthal
2022-07-01;8862;w;Ruoss;31;2;Schübelbach
2022-07-01;8862;w;Züger;26;4;Schübelbach
2022-07-01;8862;m;Ruoss;40;2;Schübelbach
2022-07-01;8862;m;Hasler;24;5;Schübelbach
2022-07-01;8863;w;Bruhin;21;2;Buttikon SZ
2022-07-01;8863;w;Züger;16;3;Buttikon SZ
2022-07-01;8863;w;Mächler;16;3;Buttikon SZ
2022-07-01;8864;w;Kistler;145;1;Reichenburg
2022-07-01;8864;w;Mettler;52;2;Reichenburg
2022-07-01;8864;w;Burlet;16;4;Reichenburg
2022-07-01;8864;m;Kistler;152;1;Reichenburg
2022-07-01;8864;m;Burlet;27;3;Reichenburg
2022-07-01;8864;m;Schirmer;23;5;Reichenburg
2022-07-01;8865;w;Weber;15;1;Bilten
2022-07-01;8865;m;Lienhard;24;1;Bilten
2022-07-01;8865;m;Weber;18;2;Bilten
2022-07-01;8866;w;Shehu;6;1;Ziegelbrücke
2022-07-01;8867;w;Leuzinger;19;4;Niederurnen
2022-07-01;8867;m;Müller;27;3;Niederurnen
2022-07-01;8868;w;Stucki;31;1;Oberurnen
2022-07-01;8868;w;Noser;24;2;Oberurnen
2022-07-01;8868;m;Stucki;36;2;Oberurnen
2022-07-01;8868;m;Müller;35;3;Oberurnen
2022-07-01;1264;m;Annen;8;4;St-Cergue
2022-07-01;1264;m;Van Wolde;8;4;St-Cergue
2022-07-01;1265;m;n/a;3;4;La Cure
2022-07-01;1266;w;Volet;6;2;Duillier
2022-07-01;1266;m;Volet;6;4;Duillier
2022-07-01;1267;m;Musli;6;4;Vich/Coinsins
2022-07-01;1268;w;Rochat;7;5;Burtigny/Begnins
2022-07-01;1268;m;Cretegny;12;1;Burtigny/Begnins
2022-07-01;1269;w;Glaser;9;1;Bassins
2022-07-01;1269;m;Treboux;12;1;Bassins
2022-07-01;1270;w;Plattet;6;5;Trélex
2022-07-01;1270;m;Ravenel;11;1;Trélex
2022-07-01;1272;w;Baumgartner;10;3;Genolier
2022-07-01;1272;m;Kellerhals;8;5;Genolier
2022-07-01;1273;w;Graf;8;3;Arzier-Le Muids
2022-07-01;1274;m;Sideri;6;4;Grens/Signy
2022-07-01;1275;w;Morandini;6;3;Chéserex
2022-07-01;1275;m;Beyeler;6;4;Chéserex
2022-07-01;1276;w;Schaller;8;1;Gingins
2022-07-01;1276;m;Bally;9;2;Gingins
2022-07-01;1276;m;Joly;6;4;Gingins
2022-07-01;1277;w;Gerber;6;4;Borex/Arnex-sur-Nyon
2022-07-01;1277;m;Mulone;6;1;Borex/Arnex-sur-Nyon
2022-07-01;1277;m;Guggisberg;6;1;Borex/Arnex-sur-Nyon
2022-07-01;1277;m;Dancet;6;1;Borex/Arnex-sur-Nyon
2022-07-01;1278;w;Melly;7;1;La Rippe
2022-07-01;1279;w;Pillon;9;1;Chavannes-de-Bogis/Bogis-Bossey
2022-07-01;1283;w;Sanchis;7;3;Dardagny/La Plaine
2022-07-01;1283;m;Sanchis;6;5;Dardagny/La Plaine
2022-07-01;1285;w;Lauper;12;1;Athenaz (Avusy)
2022-07-01;1285;w;Perdrisat;7;3;Athenaz (Avusy)
2022-07-01;1285;w;Guyot;6;5;Athenaz (Avusy)
2022-07-01;1285;w;Garcia;6;5;Athenaz (Avusy)
2022-07-01;1623;m;Genoud;12;4;Semsales
2022-07-01;1624;w;Currat;11;1;Grattavache/Progens/La Verrerie
2022-07-01;1624;w;Deschenaux;7;2;Grattavache/Progens/La Verrerie
2022-07-01;1624;m;Currat;10;2;Grattavache/Progens/La Verrerie
2022-07-01;1624;m;Monney;6;5;Grattavache/Progens/La Verrerie
2022-07-01;1625;m;Oberson;25;3;Sâles (Gruyère)/Maules
2022-07-01;1626;w;Frossard;8;4;Romanens/Rueyres-Treyfayes/Treyfayes
2022-07-01;1626;m;Barras;11;3;Romanens/Rueyres-Treyfayes/Treyfayes
2022-07-01;1626;m;Pittet;10;4;Romanens/Rueyres-Treyfayes/Treyfayes
2022-07-01;1627;w;Chollet;26;2;Vaulruz
2022-07-01;1627;w;Oberson;13;3;Vaulruz
2022-07-01;1627;w;Dunand;12;4;Vaulruz
2022-07-01;1627;w;Esseiva;11;5;Vaulruz
2022-07-01;1627;m;Oberson;13;4;Vaulruz
2022-07-01;1628;w;Gremaud;28;3;Vuadens
2022-07-01;1628;m;Genoud;29;3;Vuadens
2022-07-01;1630;m;Gremaud;73;2;Bulle
2022-07-01;1632;w;Pugin;30;1;Riaz
2022-07-01;1632;w;Pasquier;20;3;Riaz
2022-07-01;1632;m;Pasquier;29;2;Riaz
2022-07-01;1632;m;Pugin;27;4;Riaz
2022-07-01;1632;m;Oberson;20;5;Riaz
2022-07-01;1633;w;Philipona;16;1;Vuippens/Marsens
2022-07-01;1633;w;Fragnière;11;3;Vuippens/Marsens
2022-07-01;1633;w;Romanens;11;3;Vuippens/Marsens
2022-07-01;1634;w;Bapst;26;5;La Roche FR
2022-07-01;1634;m;Brodard;92;1;La Roche FR
2022-07-01;1635;w;Grandjean;16;5;La Tour-de-Trême
2022-07-01;1635;m;Pasquier;26;1;La Tour-de-Trême
2022-07-01;1635;m;Dupasquier;23;3;La Tour-de-Trême
2022-07-01;1638;w;Barbey;11;4;Morlon
2022-07-01;1642;w;Villoz;14;4;Sorens
2022-07-01;1643;w;Morard;14;2;Gumefens
2022-07-01;1643;w;Bapst;12;3;Gumefens
2022-07-01;1644;w;Fragnière;19;1;Avry-devant-Pont
2022-07-01;1644;m;Bossy;6;3;Avry-devant-Pont
2022-07-01;1644;m;Schafer;6;3;Avry-devant-Pont
2022-07-01;1646;m;Pasquier;9;3;Echarlens
2022-07-01;1646;m;Gapany;6;5;Echarlens
2022-07-01;1646;m;Deschenaux;6;5;Echarlens
2022-07-01;1647;w;n/a;5;5;Corbières
2022-07-01;1745;w;Gendre;11;4;Lentigny
2022-07-01;1745;w;Mettraux;9;5;Lentigny
2022-07-01;1745;m;Morel;25;1;Lentigny
2022-07-01;1745;m;Chappuis;16;2;Lentigny
2022-07-01;1746;w;Julmy;10;4;Prez-vers-Noréaz
2022-07-01;1747;w;Chatagny;31;1;Corserey
2022-07-01;1748;w;Roulin;6;4;Torny-le-Grand
2022-07-01;1748;m;Bugnon;12;2;Torny-le-Grand
2022-07-01;1749;w;Kern;7;1;Middes
2022-07-01;8868;m;Fischli;26;4;Oberurnen
2022-07-01;1752;w;Meyer;20;4;Villars-sur-Glâne
2022-07-01;8872;w;Zimmermann;19;4;Weesen
2022-07-01;8872;m;Zimmermann;26;3;Weesen
2022-07-01;1752;m;Riedo;23;4;Villars-sur-Glâne
2022-07-01;8873;w;Gmür;115;1;Amden
2022-07-01;8873;w;Thoma;77;2;Amden
2022-07-01;1753;w;Andrey;11;2;Matran
2022-07-01;8873;w;Rüdisüli;35;4;Amden
2022-07-01;8873;w;Jöhl;21;5;Amden
2022-07-01;1753;w;Pittet;9;4;Matran
2022-07-01;8874;w;Tharmachandran;7;3;Mühlehorn
2022-07-01;1753;m;Baeriswyl;11;2;Matran
2022-07-01;8877;w;Gienuth;11;2;Murg
2022-07-01;8877;w;Kalinovic;6;5;Murg
2022-07-01;1753;m;Guex;7;5;Matran
2022-07-01;8878;w;n/a;4;2;Quinten
2022-07-01;8878;m;n/a;4;2;Quinten
2022-07-01;1754;w;Renevey;7;5;Avry-sur-Matran/Corjolens
2022-07-01;8880;w;Eberle;27;4;Walenstadt
2022-07-01;8880;m;Müller;38;3;Walenstadt
2022-07-01;1754;m;Meyer;12;4;Avry-sur-Matran/Corjolens
2022-07-01;8881;w;Giger;12;1;Walenstadtberg/Tscherlach
2022-07-01;8881;w;Gubser;10;2;Walenstadtberg/Tscherlach
2022-07-01;8881;w;Lendi;9;4;Walenstadtberg/Tscherlach
2022-07-01;1756;w;Hirt;9;4;Lovens/Onnens FR
2022-07-01;8881;w;Schelbert;9;4;Walenstadtberg/Tscherlach
2022-07-01;8881;m;Linder;13;2;Walenstadtberg/Tscherlach
2022-07-01;1756;m;Berset;10;4;Lovens/Onnens FR
2022-07-01;8881;m;Müller;9;4;Walenstadtberg/Tscherlach
2022-07-01;1757;w;Corpataux;12;2;Noréaz
2022-07-01;8882;w;Walser;21;1;Unterterzen
2022-07-01;8882;w;Giger;18;2;Unterterzen
2022-07-01;1757;w;Julmy;8;4;Noréaz
2022-07-01;8882;w;Gubser;14;4;Unterterzen
2022-07-01;1757;m;Corpataux;10;2;Noréaz
2022-07-01;8882;m;Giger;31;1;Unterterzen
2022-07-01;1757;m;Freiburghaus;6;4;Noréaz
2022-07-01;8882;m;Meyer;15;4;Unterterzen
2022-07-01;8882;m;Manhart;11;5;Unterterzen
