Stichdatum;PLZ;Geschlecht;Vorname;Anzahl;Rang;ORTBEZ18
2022-07-01;7302;m;Hans;40;5;Landquart
2022-07-01;7303;w;Andrea;6;2;Mastrils
2022-07-01;7303;w;Ursula;6;2;Mastrils
2022-07-01;7304;w;Nicole;24;4;Maienfeld
2022-07-01;7304;m;Martin;35;5;Maienfeld
2022-07-01;7306;w;Daniela;12;1;Fläsch
2022-07-01;7306;w;Sandra;7;4;Fläsch
2022-07-01;7306;m;Martin;10;4;Fläsch
2022-07-01;7306;m;Peter;9;5;Fläsch
2022-07-01;7307;w;Elisabeth;11;1;Jenins
2022-07-01;7307;w;Andrea;9;2;Jenins
2022-07-01;7307;w;Claudia;9;2;Jenins
2022-07-01;7307;w;Heidi;8;4;Jenins
2022-07-01;7307;w;Nicole;8;4;Jenins
2022-07-01;7307;m;Andreas;14;3;Jenins
2022-07-01;7310;w;Anna;38;3;Bad Ragaz
2022-07-01;7310;w;Heidi;37;5;Bad Ragaz
2022-07-01;7310;m;Thomas;62;2;Bad Ragaz
2022-07-01;7310;m;Daniel;59;3;Bad Ragaz
2022-07-01;7310;m;Christian;52;5;Bad Ragaz
2022-07-01;7312;m;Thomas;7;5;Pfäfers
2022-07-01;7313;w;n/a;4;1;St. Margrethenberg
2022-07-01;7313;w;n/a;2;2;St. Margrethenberg
2022-07-01;7314;w;n/a;2;1;Vadura
2022-07-01;7314;m;n/a;2;1;Vadura
2022-07-01;7315;w;Heidi;9;1;Vättis
2022-07-01;7315;w;n/a;5;4;Vättis
2022-07-01;7315;m;Peter;6;4;Vättis
2022-07-01;7317;w;Maria;6;2;Valens/Vasön
2022-07-01;7317;m;Thomas;7;1;Valens/Vasön
2022-07-01;7317;m;Andreas;7;1;Valens/Vasön
2022-07-01;7317;m;Martin;6;5;Valens/Vasön
2022-07-01;7317;m;Peter;6;5;Valens/Vasön
2022-07-01;7320;w;Anna;45;1;Sargans
2022-07-01;7320;m;Thomas;72;1;Sargans
2022-07-01;7320;m;Peter;57;4;Sargans
2022-07-01;7320;m;Stefan;52;5;Sargans
2022-07-01;7323;w;Sarah;18;4;Wangs
2022-07-01;7323;w;Rita;17;5;Wangs
2022-07-01;7323;m;Peter;39;1;Wangs
2022-07-01;7323;m;Michael;24;5;Wangs
2022-07-01;7324;w;Heidi;15;4;Vilters
2022-07-01;7324;w;Monika;15;4;Vilters
2022-07-01;7324;m;Thomas;23;3;Vilters
2022-07-01;7325;w;n/a;3;1;Schwendi
2022-07-01;7325;m;n/a;3;2;Schwendi
2022-07-01;7325;m;n/a;2;3;Schwendi
2022-07-01;7326;w;n/a;5;1;Weisstannen
2022-07-01;7326;w;n/a;3;2;Weisstannen
2022-07-01;2127;m;Michel;8;1;Les Bayards
2022-07-01;2206;w;Sara;13;2;Geneveys-Coffrane
2022-07-01;2206;m;David;15;3;Geneveys-Coffrane
2022-07-01;2207;m;Olivier;8;1;Coffrane
2022-07-01;2208;w;Christine;7;1;Les Hauts-Geneveys
2022-07-01;2300;w;Catherine;153;5;La Cibourg/La Chaux-de-Fonds
2022-07-01;1022;w;Sandra;33;5;Chavannes-Renens
2022-07-01;1022;w;Sarah;33;5;Chavannes-Renens
2022-07-01;1022;m;David;68;1;Chavannes-Renens
2022-07-01;1022;m;Nicolas;54;2;Chavannes-Renens
2022-07-01;1023;m;David;63;4;Crissier
2022-07-01;1023;m;Alexandre;55;5;Crissier
2022-07-01;1024;w;Maria;233;1;Ecublens VD
2022-07-01;1024;w;Sonia;43;5;Ecublens VD
2022-07-01;1025;w;Maria;30;2;St-Sulpice VD
2022-07-01;1025;m;Daniel;37;4;St-Sulpice VD
2022-07-01;1027;w;Isabelle;17;3;Lonay
2022-07-01;1027;m;Michel;27;1;Lonay
2022-07-01;1027;m;Philippe;20;5;Lonay
2022-07-01;1028;w;Nicole;27;3;Préverenges
2022-07-01;1028;w;Françoise;26;4;Préverenges
2022-07-01;1028;m;Michel;40;3;Préverenges
2022-07-01;1028;m;David;38;4;Préverenges
2022-07-01;1029;w;Nicole;7;3;Villars-Ste-Croix
2022-07-01;1029;m;Pierre;11;1;Villars-Ste-Croix
2022-07-01;1029;m;Nicolas;11;1;Villars-Ste-Croix
2022-07-01;1030;w;Ana;54;2;Bussigny
2022-07-01;1030;m;Daniel;92;1;Bussigny
2022-07-01;1031;w;Sophie;8;1;Mex VD
2022-07-01;1031;m;Patrick;7;2;Mex VD
2022-07-01;1033;w;Maria;48;1;Cheseaux-Lausanne
2022-07-01;1033;w;Isabelle;30;3;Cheseaux-Lausanne
2022-07-01;1033;w;Jacqueline;26;4;Cheseaux-Lausanne
2022-07-01;1033;m;Nicolas;34;4;Cheseaux-Lausanne
2022-07-01;1033;m;Marc;31;5;Cheseaux-Lausanne
2022-07-01;1034;m;Nicolas;11;2;Boussens
2022-07-01;1036;w;Laura;8;1;Sullens
2022-07-01;1036;m;Nicolas;15;2;Sullens
2022-07-01;1037;w;Sylvie;8;3;Etagnières
2022-07-01;1037;w;Laurence;7;5;Etagnières
2022-07-01;1037;m;Patrick;11;2;Etagnières
2022-07-01;1038;w;Isabelle;9;3;Bercher
2022-07-01;1038;m;Michel;12;3;Bercher
2022-07-01;1040;m;Philippe;63;2;St-Barthélemy VD/Villars-le-Terroir/Echallens
2022-07-01;1041;w;Catherine;22;3;Poliez-le-Grand/Naz/Dommartin/Poliez-Pittet/Montaubion-Chardon/Bottens
2022-07-01;1042;w;Céline;13;5;Bettens/Bioley-Orjulaz/Assens
2022-07-01;1042;m;Nicolas;18;3;Bettens/Bioley-Orjulaz/Assens
2022-07-01;1043;w;Isabelle;8;1;Sugnens
2022-07-01;1043;m;n/a;5;3;Sugnens
2022-07-01;1044;w;Sandrine;6;2;Fey
2022-07-01;1044;w;Sandra;6;2;Fey
2022-07-01;1044;w;n/a;5;5;Fey
2022-07-01;7326;m;n/a;3;1;Weisstannen
2022-07-01;1044;m;Nicolas;7;2;Fey
2022-07-01;7402;w;Sandra;34;1;Bonaduz
2022-07-01;1046;w;n/a;5;1;Rueyres
2022-07-01;7403;w;Anita;11;3;Rhäzüns
2022-07-01;7403;w;Claudia;10;4;Rhäzüns
2022-07-01;7403;m;Daniel;16;1;Rhäzüns
2022-07-01;1046;w;n/a;3;3;Rueyres
2022-07-01;7403;m;Thomas;14;2;Rhäzüns
2022-07-01;1053;w;Maria;50;1;Bretigny-Morrens/Cugy VD
2022-07-01;7403;m;Marco;13;3;Rhäzüns
2022-07-01;7403;m;Andreas;11;5;Rhäzüns
2022-07-01;1053;w;Catherine;26;3;Bretigny-Morrens/Cugy VD
2022-07-01;7403;m;Marcel;11;5;Rhäzüns
2022-07-01;1054;w;Julie;8;4;Morrens VD
2022-07-01;7404;m;n/a;3;2;Feldis/Veulden
2022-07-01;1054;m;Daniel;11;3;Morrens VD
2022-07-01;7407;w;n/a;2;1;Trans
2022-07-01;7407;m;n/a;3;1;Trans
2022-07-01;7407;m;n/a;2;2;Trans
2022-07-01;7408;w;Maria;16;1;Cazis
2022-07-01;7408;m;Anton;11;2;Cazis
2022-07-01;7408;m;Johann;10;5;Cazis
2022-07-01;7411;w;Maria;10;1;Sils im Domleschg
2022-07-01;7411;w;Anna;8;2;Sils im Domleschg
2022-07-01;7411;w;Martina;7;4;Sils im Domleschg
2022-07-01;7411;m;Christian;13;2;Sils im Domleschg
2022-07-01;7411;m;Daniel;8;5;Sils im Domleschg
2022-07-01;7412;w;Claudia;11;1;Scharans
2022-07-01;7412;w;Sandra;9;2;Scharans
2022-07-01;7412;w;Daniela;8;3;Scharans
2022-07-01;7412;w;Maria;7;5;Scharans
2022-07-01;7412;w;Ursula;7;5;Scharans
2022-07-01;7412;m;Hans;9;4;Scharans
2022-07-01;7413;w;n/a;3;1;Fürstenaubruck
2022-07-01;7413;w;n/a;2;5;Fürstenaubruck
2022-07-01;7413;m;n/a;2;4;Fürstenaubruck
2022-07-01;7414;w;n/a;4;1;Fürstenau
2022-07-01;7414;w;n/a;3;3;Fürstenau
2022-07-01;7414;m;n/a;2;3;Fürstenau
2022-07-01;7415;m;Christian;8;2;Rodels/Pratval
2022-07-01;7415;m;Claudio;6;5;Rodels/Pratval
2022-07-01;7416;w;n/a;3;2;Almens
2022-07-01;7416;m;n/a;5;1;Almens
2022-07-01;7417;w;n/a;5;2;Paspels
2022-07-01;7417;m;n/a;5;3;Paspels
2022-07-01;7418;m;Peter;8;1;Tumegl/Tomils
2022-07-01;7418;m;Gian;8;1;Tumegl/Tomils
2022-07-01;7418;m;Marco;7;3;Tumegl/Tomils
2022-07-01;7418;m;Christian;6;4;Tumegl/Tomils
2022-07-01;7419;w;n/a;4;1;Scheid
2022-07-01;7419;m;n/a;4;2;Scheid
2022-07-01;7422;m;n/a;3;1;Tartar
2022-07-01;7423;w;n/a;4;1;Sarn/Portein
2022-07-01;7423;w;n/a;3;3;Sarn/Portein
2022-07-01;7423;m;n/a;5;1;Sarn/Portein
2022-07-01;7424;w;n/a;3;2;Präz/Dalin
2022-07-01;7424;w;n/a;2;4;Präz/Dalin
2022-07-01;7425;m;n/a;5;4;Masein
2022-07-01;7426;m;n/a;4;3;Flerden
2022-07-01;7427;m;Hans;7;1;Urmein
2022-07-01;7427;m;Christian;7;1;Urmein
2022-07-01;7427;m;n/a;4;5;Urmein
2022-07-01;1055;w;Isabelle;12;4;Froideville
2022-07-01;7428;m;Martin;8;1;Tschappina
2022-07-01;1055;w;Françoise;12;4;Froideville
2022-07-01;7428;m;n/a;3;4;Tschappina
2022-07-01;1055;m;Patrick;22;2;Froideville
2022-07-01;7430;w;Maria;71;1;Rongellen/Thusis
2022-07-01;1055;m;Michel;21;3;Froideville
2022-07-01;7430;w;Ursula;22;4;Rongellen/Thusis
2022-07-01;1055;m;Christophe;20;4;Froideville
2022-07-01;7431;w;n/a;2;5;Obermutten/Mutten
2022-07-01;1059;m;Alain;6;1;Peney-le-Jorat
2022-07-01;7431;m;n/a;4;2;Obermutten/Mutten
2022-07-01;1059;m;Michel;6;1;Peney-le-Jorat
2022-07-01;7431;m;n/a;3;5;Obermutten/Mutten
2022-07-01;1059;m;n/a;5;4;Peney-le-Jorat
2022-07-01;7432;w;Barbara;8;1;Zillis
2022-07-01;1061;m;n/a;2;5;Villars-Mendraz
2022-07-01;7432;w;n/a;5;2;Zillis
2022-07-01;1062;w;n/a;3;1;Sottens
2022-07-01;7432;m;Christian;7;1;Zillis
2022-07-01;1062;m;n/a;3;3;Sottens
2022-07-01;7432;m;Roman;6;2;Zillis
2022-07-01;1063;w;Nathalie;11;1;Boulens/Chapelle-s-Moudon/Peyres-Possens/Martherenges
2022-07-01;7433;w;Christina;6;1;Wergenstein/Donat/Lohn GR/Mathon
2022-07-01;1063;w;Patricia;9;2;Boulens/Chapelle-s-Moudon/Peyres-Possens/Martherenges
2022-07-01;7433;m;Stefan;7;2;Wergenstein/Donat/Lohn GR/Mathon
2022-07-01;1063;w;Monique;7;5;Boulens/Chapelle-s-Moudon/Peyres-Possens/Martherenges
2022-07-01;7434;w;n/a;3;2;Sufers
2022-07-01;1066;w;Maria;107;1;Epalinges
2022-07-01;7434;m;n/a;5;1;Sufers
2022-07-01;1066;w;Marie;48;3;Epalinges
2022-07-01;7435;w;Anna;10;1;Splügen
2022-07-01;1066;m;Nicolas;94;1;Epalinges
2022-07-01;7435;w;Edith;6;3;Splügen
2022-07-01;1066;m;Daniel;78;2;Epalinges
2022-07-01;7435;w;n/a;5;5;Splügen
2022-07-01;1068;w;n/a;2;2;Les Monts-de-Pully
2022-07-01;7437;m;n/a;4;3;Nufenen
2022-07-01;1068;m;n/a;4;1;Les Monts-de-Pully
2022-07-01;7437;m;n/a;3;4;Nufenen
2022-07-01;1068;m;n/a;3;2;Les Monts-de-Pully
2022-07-01;1068;m;n/a;2;4;Les Monts-de-Pully
2022-07-01;1070;m;Daniel;26;2;Puidoux
2022-07-01;1070;m;Claude;21;5;Puidoux
2022-07-01;1070;m;David;21;5;Puidoux
2022-07-01;1071;w;Marianne;22;1;Chexbres/St-Saphorin-Lavaux/Rivaz
2022-07-01;1071;m;Daniel;28;4;Chexbres/St-Saphorin-Lavaux/Rivaz
2022-07-01;1072;w;Maria;18;1;Forel (Lavaux)
2022-07-01;1072;w;Françoise;13;4;Forel (Lavaux)
2022-07-01;1072;m;Pierre;19;5;Forel (Lavaux)
2022-07-01;1073;w;Nicole;20;3;Savigny/Mollie-Margot
2022-07-01;1073;m;Daniel;47;1;Savigny/Mollie-Margot
2022-07-01;1073;m;Christian;30;4;Savigny/Mollie-Margot
2022-07-01;1076;m;n/a;5;1;Ferlens VD
2022-07-01;1076;m;n/a;4;2;Ferlens VD
2022-07-01;1077;w;Monique;8;5;Servion
2022-07-01;1077;m;Michel;14;2;Servion
2022-07-01;1077;m;Thomas;12;4;Servion
2022-07-01;1078;w;Françoise;6;1;Essertes
2022-07-01;1078;w;n/a;5;2;Essertes
2022-07-01;1078;w;n/a;4;3;Essertes
2022-07-01;1078;m;Daniel;7;1;Essertes
2022-07-01;1078;m;Michel;7;1;Essertes
2022-07-01;1080;w;Catherine;7;3;Les Cullayes
2022-07-01;1081;w;n/a;5;4;Montpreveyres
2022-07-01;1082;w;n/a;4;3;Corcelles-le-Jorat
2022-07-01;1082;m;Daniel;8;1;Corcelles-le-Jorat
2022-07-01;1082;m;Christian;6;2;Corcelles-le-Jorat
2022-07-01;1083;w;Marie;11;3;Mézières VD
2022-07-01;1083;m;Julien;18;1;Mézières VD
2022-07-01;1083;m;Claude;16;2;Mézières VD
2022-07-01;1083;m;Eric;13;4;Mézières VD
2022-07-01;1084;w;Ana;9;3;Carrouge VD
2022-07-01;1084;m;André;11;2;Carrouge VD
2022-07-01;1084;m;Stéphane;9;4;Carrouge VD
2022-07-01;1085;w;Nathalie;6;1;Vulliens
2022-07-01;1085;m;Nicolas;7;1;Vulliens
2022-07-01;1088;w;Martine;6;2;Ropraz
2022-07-01;1088;w;n/a;5;4;Ropraz
2022-07-01;1088;m;n/a;5;5;Ropraz
2022-07-01;1090;w;Caroline;14;2;La Croix (Lutry)
2022-07-01;1090;m;Frédéric;12;3;La Croix (Lutry)
2022-07-01;1090;m;Philippe;12;3;La Croix (Lutry)
2022-07-01;1091;w;Anne;21;3;Grandvaux/Chenaux/Aran
2022-07-01;1091;m;Philippe;34;2;Grandvaux/Chenaux/Aran
2022-07-01;1092;w;Isabelle;24;2;Belmont-Lausanne
2022-07-01;1092;w;Sandra;22;4;Belmont-Lausanne
2022-07-01;1092;w;Catherine;22;4;Belmont-Lausanne
2022-07-01;1093;w;Anna;22;2;La Conversion
2022-07-01;1093;w;Nathalie;21;3;La Conversion
2022-07-01;1093;w;Christine;18;5;La Conversion
2022-07-01;1093;m;Nicolas;37;1;La Conversion
2022-07-01;1093;m;Philippe;29;2;La Conversion
2022-07-01;1094;m;Nicolas;13;4;Paudex
2022-07-01;1094;m;Eric;12;5;Paudex
2022-07-01;1094;m;Pierre;12;5;Paudex
2022-07-01;1095;m;Michel;66;1;Lutry
2022-07-01;1096;m;Michel;17;5;Villette (Lavaux)/Cully
2022-07-01;1097;m;n/a;3;5;Riex
2022-07-01;1098;w;n/a;4;2;Epesses
2022-07-01;1098;w;n/a;3;5;Epesses
2022-07-01;1098;m;n/a;4;5;Epesses
2022-07-01;1110;w;Catherine;98;2;Morges
2022-07-01;1110;w;Sandra;79;3;Morges
2022-07-01;1110;m;Nicolas;116;3;Morges
2022-07-01;1110;m;Alexandre;114;4;Morges
2022-07-01;1110;m;Pierre;112;5;Morges
2022-07-01;1112;w;Marie;9;4;Echichens
2022-07-01;1112;m;Eric;11;4;Echichens
2022-07-01;1113;w;Isabelle;9;1;St-Saphorin-Morges
2022-07-01;1113;w;n/a;4;5;St-Saphorin-Morges
2022-07-01;1113;m;Nicolas;8;1;St-Saphorin-Morges
2022-07-01;1113;m;Alexandre;7;2;St-Saphorin-Morges
2022-07-01;1113;m;n/a;5;4;St-Saphorin-Morges
2022-07-01;1114;w;Isabelle;8;1;Colombier VD
2022-07-01;1114;m;Eric;8;1;Colombier VD
2022-07-01;1114;m;n/a;5;4;Colombier VD
2022-07-01;1115;w;Audrey;6;1;Vullierens
2022-07-01;1115;m;Pierre;6;3;Vullierens
2022-07-01;1115;m;n/a;5;4;Vullierens
2022-07-01;1116;w;n/a;4;4;Cottens VD
2022-07-01;7438;m;n/a;2;2;Hinterrhein
2022-07-01;7440;w;Erika;13;1;Andeer
2022-07-01;7440;w;Silvia;12;2;Andeer
2022-07-01;7440;w;Anna;9;5;Andeer
2022-07-01;7440;m;Andreas;11;1;Andeer
2022-07-01;7442;m;n/a;3;1;Clugin
2022-07-01;7442;m;n/a;2;2;Clugin
2022-07-01;7443;w;n/a;4;1;Pignia
2022-07-01;7444;m;n/a;2;2;Ausserferrera
2022-07-01;7447;w;n/a;5;1;Avers
2022-07-01;7447;m;n/a;3;5;Avers
2022-07-01;7450;m;Mario;6;1;Tiefencastel
2022-07-01;7450;m;n/a;4;2;Tiefencastel
2022-07-01;7451;m;n/a;5;1;Alvaschein
2022-07-01;7452;w;Elisabeth;8;1;Cunter
2022-07-01;7452;w;Ursula;6;3;Cunter
2022-07-01;7452;m;Karl;6;5;Cunter
2022-07-01;7452;m;Daniel;6;5;Cunter
2022-07-01;7452;m;Christian;6;5;Cunter
2022-07-01;7452;m;René;6;5;Cunter
2022-07-01;7453;w;Maria;7;1;Tinizong
2022-07-01;7453;w;n/a;3;5;Tinizong
2022-07-01;7454;w;n/a;3;1;Rona
2022-07-01;7454;m;n/a;3;1;Rona
2022-07-01;7454;m;n/a;2;5;Rona
2022-07-01;7455;m;n/a;2;1;Mulegns
2022-07-01;7456;w;n/a;5;1;Sur/Marmorera
2022-07-01;7456;w;n/a;4;2;Sur/Marmorera
2022-07-01;7456;w;n/a;3;3;Sur/Marmorera
2022-07-01;7456;w;n/a;2;4;Sur/Marmorera
2022-07-01;7457;w;Daniela;10;1;Bivio
2022-07-01;7457;w;Ruth;7;3;Bivio
2022-07-01;7457;w;n/a;5;5;Bivio
2022-07-01;7457;m;Walter;8;3;Bivio
2022-07-01;7457;m;Hans;7;4;Bivio
2022-07-01;7459;w;Monika;8;2;Stierva
2022-07-01;7459;w;Martina;6;4;Stierva
2022-07-01;7459;m;n/a;5;5;Stierva
2022-07-01;7460;w;Daniela;20;4;Savognin
2022-07-01;7460;m;Thomas;39;1;Savognin
2022-07-01;7460;m;Walter;25;4;Savognin
2022-07-01;7462;m;n/a;4;5;Salouf
2022-07-01;7463;w;Daniela;6;2;Riom
2022-07-01;7464;w;n/a;4;1;Parsonz
2022-07-01;7464;w;n/a;2;5;Parsonz
2022-07-01;7464;m;n/a;5;3;Parsonz
2022-07-01;7472;m;n/a;4;2;Surava
2022-07-01;7473;w;n/a;2;1;Alvaneu Bad
2022-07-01;7477;w;n/a;4;4;Filisur
2022-07-01;7477;m;Hans;6;5;Filisur
2022-07-01;7482;w;Marianne;10;2;Preda/Stugl/Stuls/Bergün/Bravuogn
2022-07-01;7482;m;Thomas;17;2;Preda/Stugl/Stuls/Bergün/Bravuogn
2022-07-01;7484;w;n/a;3;1;Latsch
2022-07-01;7492;w;n/a;5;4;Alvaneu Dorf
2022-07-01;7492;m;Peter;11;2;Alvaneu Dorf
2022-07-01;7492;m;Thomas;7;3;Alvaneu Dorf
2022-07-01;7492;m;Walter;7;3;Alvaneu Dorf
2022-07-01;7492;m;Daniel;7;3;Alvaneu Dorf
2022-07-01;7493;w;Monika;9;1;Schmitten (Albula)
2022-07-01;7493;w;Ursula;6;2;Schmitten (Albula)
2022-07-01;7493;w;n/a;4;3;Schmitten (Albula)
2022-07-01;7494;w;Verena;7;1;Davos Wiesen
2022-07-01;7500;w;Claudia;87;2;St. Moritz
2022-07-01;7500;m;Antonio;59;3;St. Moritz
2022-07-01;7502;w;Anna;6;2;Bever
2022-07-01;7502;w;Ursula;6;2;Bever
2022-07-01;7502;w;Elisabeth;6;2;Bever
2022-07-01;7502;m;Martin;10;3;Bever
2022-07-01;7502;m;Bruno;8;4;Bever
2022-07-01;7502;m;Thomas;8;4;Bever
2022-07-01;7502;m;Renato;8;4;Bever
2022-07-01;7503;w;Maria;51;1;Samedan
2022-07-01;7503;m;Gian;49;2;Samedan
2022-07-01;7503;m;Marco;48;3;Samedan
2022-07-01;7503;m;Thomas;35;4;Samedan
2022-07-01;7504;w;Maria;58;1;Pontresina
2022-07-01;7504;w;Ursula;41;2;Pontresina
2022-07-01;7504;w;Claudia;25;3;Pontresina
2022-07-01;7505;w;Maria;36;1;Celerina
2022-07-01;7505;w;Anna;26;2;Celerina
2022-07-01;1117;m;Stéphane;6;3;Grancy
2022-07-01;7505;w;Elisabeth;18;4;Celerina
2022-07-01;1117;m;n/a;5;5;Grancy
2022-07-01;7505;m;Marco;36;1;Celerina
2022-07-01;1121;m;Olivier;7;1;Bremblens
2022-07-01;7505;m;Paolo;26;2;Celerina
2022-07-01;1121;m;François;7;1;Bremblens
2022-07-01;7505;m;Hans;26;2;Celerina
2022-07-01;1121;m;n/a;5;4;Bremblens
2022-07-01;7505;m;Peter;25;4;Celerina
2022-07-01;1122;w;Josiane;6;2;Romanel-sur-Morges
2022-07-01;7512;w;Christine;8;4;Champfèr
2022-07-01;1122;w;Christine;6;2;Romanel-sur-Morges
2022-07-01;7512;m;Marco;10;2;Champfèr
2022-07-01;1122;m;Michel;7;2;Romanel-sur-Morges
2022-07-01;7512;m;Martin;9;4;Champfèr
2022-07-01;1123;w;Nathalie;7;1;Aclens
2022-07-01;7512;m;Thomas;9;4;Champfèr
2022-07-01;1123;w;Isabelle;7;1;Aclens
2022-07-01;7513;w;Maria;27;1;Silvaplana-Surlej/Silvaplana
2022-07-01;1123;m;Olivier;6;5;Aclens
2022-07-01;7513;w;Barbara;16;2;Silvaplana-Surlej/Silvaplana
2022-07-01;1124;w;Véronique;7;1;Gollion
2022-07-01;7513;m;Thomas;23;1;Silvaplana-Surlej/Silvaplana
2022-07-01;1124;w;Charlotte;7;1;Gollion
2022-07-01;7513;m;Hans;18;2;Silvaplana-Surlej/Silvaplana
2022-07-01;1124;w;Sylvie;6;5;Gollion
2022-07-01;7514;w;Barbara;17;1;Fex/Sils/Segl Maria
2022-07-01;1124;w;Nicole;6;5;Gollion
2022-07-01;7514;w;Monika;11;5;Fex/Sils/Segl Maria
2022-07-01;1124;m;Julien;10;2;Gollion
2022-07-01;7514;w;Elisabeth;11;5;Fex/Sils/Segl Maria
2022-07-01;1124;m;Michel;8;4;Gollion
2022-07-01;7514;m;Gian;19;2;Fex/Sils/Segl Maria
2022-07-01;1125;w;Catherine;6;1;Monnaz
2022-07-01;7514;m;Walter;12;3;Fex/Sils/Segl Maria
2022-07-01;1125;w;n/a;4;4;Monnaz
2022-07-01;7514;m;Martin;11;5;Fex/Sils/Segl Maria
2022-07-01;1126;m;n/a;3;1;Vaux-sur-Morges
2022-07-01;7515;w;n/a;5;1;Sils/Segl Baselgia
2022-07-01;1127;w;n/a;3;2;Clarmont
2022-07-01;7515;w;n/a;4;2;Sils/Segl Baselgia
2022-07-01;1127;m;n/a;2;4;Clarmont
2022-07-01;7515;m;Gian;9;1;Sils/Segl Baselgia
2022-07-01;1128;w;n/a;5;1;Reverolle
2022-07-01;7515;m;n/a;5;2;Sils/Segl Baselgia
2022-07-01;1128;w;n/a;4;2;Reverolle
2022-07-01;7516;w;Laura;7;3;Maloja
2022-07-01;1128;w;n/a;3;4;Reverolle
2022-07-01;7516;w;Silvia;7;3;Maloja
2022-07-01;1131;w;Maria;23;1;Tolochenaz
2022-07-01;7516;m;Marco;13;1;Maloja
2022-07-01;1131;w;Sandra;12;3;Tolochenaz
2022-07-01;7516;m;Hans;11;2;Maloja
2022-07-01;1131;m;Michel;19;1;Tolochenaz
2022-07-01;7516;m;Peter;9;3;Maloja
2022-07-01;1131;m;Philippe;18;2;Tolochenaz
2022-07-01;7516;m;Mario;9;3;Maloja
2022-07-01;1131;m;Daniel;13;5;Tolochenaz
2022-07-01;7516;m;Renato;9;3;Maloja
2022-07-01;1132;w;Caroline;8;1;Lully VD
2022-07-01;7522;w;Barbara;19;2;La Punt Chamues-ch
2022-07-01;1132;w;Alexandra;7;2;Lully VD
2022-07-01;7522;w;Doris;15;4;La Punt Chamues-ch
2022-07-01;1132;m;Nicolas;8;3;Lully VD
2022-07-01;7522;m;Marco;16;5;La Punt Chamues-ch
2022-07-01;1132;m;Thomas;8;3;Lully VD
2022-07-01;7523;w;Monika;8;1;Madulain
2022-07-01;1134;m;Nicolas;23;1;Chigny/Vufflens-Château
2022-07-01;7523;w;Maria;7;2;Madulain
2022-07-01;1134;m;Alexandre;11;4;Chigny/Vufflens-Château
2022-07-01;7523;w;Monica;6;3;Madulain
2022-07-01;1135;w;Catherine;9;2;Denens
2022-07-01;7523;m;n/a;5;4;Madulain
2022-07-01;1135;w;Anne;6;4;Denens
2022-07-01;7524;w;Silvia;18;1;Zuoz
2022-07-01;1135;m;Thomas;7;3;Denens
2022-07-01;7524;m;Gian;34;1;Zuoz
2022-07-01;1135;m;Julien;6;5;Denens
2022-07-01;7524;m;Hans;29;3;Zuoz
2022-07-01;1135;m;Olivier;6;5;Denens
2022-07-01;7525;m;Gian;17;1;S-chanf
2022-07-01;1136;w;n/a;5;1;Bussy-Chardonney
2022-07-01;7525;m;Daniel;7;4;S-chanf
2022-07-01;1136;m;Olivier;7;1;Bussy-Chardonney
2022-07-01;7525;m;Martin;7;4;S-chanf
2022-07-01;1136;m;n/a;4;4;Bussy-Chardonney
2022-07-01;7526;m;n/a;5;1;Cinuos-chel/Chapella
2022-07-01;1141;w;n/a;5;1;Sévery
2022-07-01;7530;w;Anna;17;1;Zernez
2022-07-01;1141;w;n/a;4;2;Sévery
2022-07-01;7530;w;Silvia;11;3;Zernez
2022-07-01;1142;w;Chantal;9;4;Pampigny
2022-07-01;7530;m;Gian;17;1;Zernez
2022-07-01;1142;m;Philippe;13;2;Pampigny
2022-07-01;7530;m;Christian;10;4;Zernez
2022-07-01;1143;w;Léa;10;4;Apples
2022-07-01;7533;m;n/a;3;1;Fuldera
2022-07-01;1143;w;Anne;10;4;Apples
2022-07-01;7534;w;n/a;2;1;Lü
2022-07-01;1143;m;Jacques;13;1;Apples
2022-07-01;7534;m;n/a;2;2;Lü
2022-07-01;1144;m;Michel;7;1;Ballens
2022-07-01;7535;m;n/a;4;1;Valchava
2022-07-01;1145;w;Isabelle;12;3;Bière
2022-07-01;7536;w;Marianne;8;1;Sta. Maria V. M.
2022-07-01;1145;w;Christine;9;5;Bière
2022-07-01;7536;w;n/a;5;3;Sta. Maria V. M.
2022-07-01;1145;m;José;16;3;Bière
2022-07-01;7537;w;Maria;10;1;Müstair
2022-07-01;1145;m;Michel;13;4;Bière
2022-07-01;7537;w;Claudia;9;2;Müstair
2022-07-01;1145;m;Christian;12;5;Bière
2022-07-01;7542;w;n/a;3;2;Susch
2022-07-01;1146;w;n/a;4;2;Mollens VD
2022-07-01;7543;w;n/a;4;3;Lavin
2022-07-01;1146;m;Thierry;6;2;Mollens VD
2022-07-01;7543;m;n/a;5;2;Lavin
2022-07-01;1146;m;n/a;4;4;Mollens VD
2022-07-01;7545;w;n/a;3;1;Guarda
2022-07-01;1147;w;Christine;6;3;Montricher
2022-07-01;7545;m;Jon;8;1;Guarda
2022-07-01;1147;m;Daniel;11;2;Montricher
2022-07-01;7545;m;n/a;4;3;Guarda
2022-07-01;1147;m;Philippe;9;4;Montricher
2022-07-01;7546;w;Anna;13;1;Ardez
2022-07-01;1148;w;Christine;18;1;L'Isle/Cuarnens/Moiry VD/Chavannes-Veyron/Villars-Bozon/La Praz/Mont-la-Ville/Mauraz/La Coudre
